,Price,Levy,Manufacturer,Model,Age Of Car,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
310,7840,906.8381278879118,MERCEDES-BENZ,CLK 320,20,1,1,5,3.2,255000,6,2,2,2-3,0,12,4
311,12701,900.0,HONDA,Cr-v,5,4,1,5,2.4,117158,4,0,1,4-5,0,14,12
312,8154,781.0,SUBARU,Forester,8,4,1,5,2.5,281659,4,0,0,4-5,0,2,0
313,46414,456.0,TOYOTA,Avalon,5,9,1,2,2.5,63645,4,2,1,4-5,0,14,12
314,45160,798.0,MERCEDES-BENZ,ML 250,5,4,1,1,2.1,197338,4,0,0,4-5,0,14,12
316,100355,906.8381278879118,AUDI,A7 Prestige,4,9,1,5,3.0 Turbo,35000,6,0,0,4-5,0,1,12
317,1176,639.0,MITSUBISHI,Colt Lancer,6,3,1,5,2,136634,4,0,1,4-5,0,12,12
318,12231,906.8381278879118,HYUNDAI,Elantra,7,1,0,5,1.8,77000,6,1,1,2-3,0,0,0
319,5802,988.0,TOYOTA,Prius,13,3,1,2,1.5,140000,4,3,1,4-5,0,6,12
320,2901,1277.0,HYUNDAI,Sonata,2,9,1,5,2.4,45494,4,0,1,4-5,0,14,12
321,1882,442.0,TOYOTA,Prius,3,9,1,2,1.8,47672,4,0,1,4-5,0,14,12
322,22894,906.8381278879118,NISSAN,Pathfinder,10,9,0,5,4,109100,12,0,0,4-5,0,2,12
323,11290,906.8381278879118,HONDA,FIT,7,9,0,2,1.3,145000,4,0,1,4-5,1,12,8
324,6586,906.8381278879118,BMW,318,23,9,0,4,1.8,270000,4,1,2,4-5,0,6,2
325,14426,906.8381278879118,TOYOTA,Camry,14,9,1,2,2.4,188800,4,3,1,4-5,0,7,8
326,36065,1051.0,MITSUBISHI,Outlander,4,4,1,5,2.4,39000,4,3,1,4-5,0,12,12
327,27284,906.8381278879118,TOYOTA,Camry SE,6,9,1,5,2.5,52000,4,2,1,4-5,0,1,12
328,21639,1091.0,SUBARU,Forester,4,4,0,5,2.5,34000,4,3,0,4-5,0,14,7
329,7840,790.0,HYUNDAI,I30,11,3,1,5,1.6,140000,4,0,1,4-5,0,12,4
330,7840,906.8381278879118,MERCEDES-BENZ,E 200,22,9,0,0,2,180003,4,1,2,4-5,0,1,4
332,1646,1292.0,MERCEDES-BENZ,GLE 350,4,4,1,5,3,59099,6,0,0,4-5,0,14,0
333,24198,640.0,HYUNDAI,Tucson,7,4,1,1,2,124000,4,0,1,4-5,0,12,4
334,25365,502.0,HONDA,FIT,7,3,1,5,1.5,34682,4,0,1,4-5,0,7,4
335,1725,777.0,CHEVROLET,Malibu,6,9,1,5,2.5,310061,4,0,1,4-5,0,2,12
337,17249,586.0,TOYOTA,Prius,8,9,0,2,1.8,22400,4,0,1,4-5,0,14,8
339,31361,639.0,HYUNDAI,Sonata,6,9,1,5,2.0 Turbo,62000,4,2,1,4-5,0,14,12
340,4704,1047.0,HYUNDAI,Elantra,13,9,1,1,1.6,54279,4,0,1,4-5,0,12,4
341,12720,645.0,CHEVROLET,Cruze,9,9,1,5,1.8,135759,4,0,1,4-5,0,7,4
342,26372,640.0,HYUNDAI,Tucson,7,4,1,1,2,120534,4,0,1,4-5,0,12,4
343,13485,906.8381278879118,BMW,X5,17,4,1,4,3,189000,6,2,0,4-5,1,1,10
344,25591,528.0,HYUNDAI,Elantra,6,9,1,5,1.6,140000,4,0,1,4-5,0,14,4
345,6429,1211.0,MERCEDES-BENZ,C 300,10,9,1,5,3,108517,6,0,0,4-5,0,14,12
347,39829,1811.0,LEXUS,GX 460,10,4,1,5,4.6,155821,8,0,0,4-5,0,1,0
348,13172,1793.0,MERCEDES-BENZ,E 350,9,9,1,1,5.5,325811,8,0,0,4-5,0,1,12
350,8097,790.0,DAEWOO,Lacetti,11,9,1,5,1.6,130000,4,0,1,4-5,0,1,4
351,12388,919.0,BMW,X5,8,4,1,1,3,420794,6,0,0,4-5,0,1,12
352,18503,906.8381278879118,HYUNDAI,Sonata,8,9,0,2,2,280480,4,0,1,4-5,0,12,9
353,12231,574.0,HONDA,Insight,10,9,0,2,1.3,150000,4,3,1,4-5,0,1,12
355,17054,862.0,HYUNDAI,H1,9,10,1,1,2.5,237853,4,0,1,4-5,0,12,4
356,5300,906.8381278879118,HONDA,Stream,19,10,0,5,2,111000,4,0,1,4-5,1,1,6
357,9565,765.0,HYUNDAI,Sonata,5,9,1,4,2,42000,4,0,1,4-5,0,8,4
358,24302,765.0,CHEVROLET,Malibu,5,9,1,1,2,60618,4,0,1,4-5,0,1,4
359,18817,906.8381278879118,TOYOTA,Camry,11,9,1,5,2.4,230400,4,0,1,4-5,0,12,12
360,1960,777.0,NISSAN,Altima,6,9,1,5,2.5,127918,4,0,1,4-5,0,11,12
361,17249,1051.0,HYUNDAI,Sonata,4,9,0,5,2.4,77000,4,2,1,4-5,0,12,10
362,15530,891.0,HYUNDAI,Sonata,4,9,1,4,2,280016,4,0,1,4-5,0,12,4
363,11290,891.0,HYUNDAI,Sonata,4,9,1,4,2,270874,4,0,1,4-5,0,12,4
364,24148,906.8381278879118,TOYOTA,Prius,7,3,0,2,1.8,118000,4,0,1,4-5,0,13,12
365,10036,639.0,HYUNDAI,Sonata,6,9,1,4,2,362868,4,0,1,4-5,0,12,4
366,18817,697.0,HYUNDAI,Elantra,5,9,0,5,1.8,85000,4,2,1,4-5,0,1,12
367,10349,308.0,LEXUS,CT 200h,6,3,1,2,1.8,132563,4,0,1,4-5,0,11,0
369,9252,765.0,HYUNDAI,Sonata,5,9,1,4,2,391625,4,0,1,4-5,0,8,4
370,55823,930.0,HYUNDAI,Tucson,2,4,1,1,1.7,38577,4,0,1,4-5,0,1,4
371,25089,906.8381278879118,TOYOTA,Camry,7,9,1,5,2.5,132800,6,2,2,4-5,0,2,12
372,18669,862.0,HYUNDAI,H1,9,7,1,1,2.5,52686,4,0,1,4-5,0,12,4
374,15053,1998.0,FORD,Transit,19,6,0,1,2.4,253206,4,1,2,4-5,0,14,2
375,10660,271.0,HONDA,FIT,6,3,1,2,1.5,76525,4,0,1,4-5,0,2,4
376,37000,891.0,HYUNDAI,Tucson,4,4,1,1,2,80000,4,0,1,4-5,0,12,4
377,18826,707.0,SSANGYONG,REXTON,9,4,1,1,2,186412,4,0,1,4-5,0,12,4
378,14583,1172.0,MERCEDES-BENZ,E 350,9,9,1,1,3.5,230696,6,0,0,4-5,0,1,12
379,21012,906.8381278879118,MERCEDES-BENZ,Vito,13,7,0,1,2.2 Turbo,285000,4,1,2,4-5,0,11,4
380,5645,706.0,MITSUBISHI,I,9,3,0,5,0.7,92000,3,0,1,4-5,1,3,2
381,18826,836.0,SSANGYONG,Actyon,10,4,1,1,2,120000,4,0,1,4-5,0,12,4
382,22649,707.0,HYUNDAI,Tucson,9,4,1,1,2,142000,4,0,1,4-5,0,14,4
383,16590,862.0,HYUNDAI,H1,9,7,1,1,2.5,42415,4,0,1,4-5,0,14,4
384,31988,394.0,TOYOTA,Camry,6,9,0,2,2.5,51000,4,0,1,4-5,0,7,12
385,8624,966.0,DAEWOO,Lacetti,11,9,1,5,2,19999,4,0,1,4-5,0,7,4
386,21012,456.0,TOYOTA,Camry,5,9,0,2,2.5,89000,4,3,1,4-5,0,12,0
387,10663,1266.0,HONDA,FIT,6,3,0,2,1.5,114000,4,0,1,4-5,1,14,8
389,13485,1481.0,VOLKSWAGEN,GTI,14,3,0,5,2.0 Turbo,161000,4,1,1,4-5,0,1,8
390,5331,906.8381278879118,MITSUBISHI,Colt,17,3,0,5,1.3,241589,4,3,1,4-5,1,13,5
391,7370,906.8381278879118,OPEL,Zafira,20,7,0,5,1.8,260000,4,1,1,4-5,0,12,6
392,11900,1677.0,FORD,Transit,17,6,1,1,2.0 Turbo,195000,6,1,1,2-3,0,15,4
393,17249,697.0,VOLKSWAGEN,Jetta,5,9,1,5,1.8 Turbo,55000,4,2,1,4-5,0,1,10
394,4391,906.8381278879118,MITSUBISHI,Pajero Mini,14,4,0,5,0.7,314000,3,1,0,2-3,1,12,2
395,17876,1661.0,FORD,C-MAX,7,3,1,2,2,120000,4,2,1,4-5,1,12,10
396,11604,906.8381278879118,HONDA,FIT,10,3,0,2,1.3,157000,4,2,1,4-5,1,14,2
397,13799,906.8381278879118,BMW,750,15,9,1,5,4.8,240000,8,2,2,4-5,0,1,12
398,40769,1249.0,TOYOTA,RAV 4 s p o r t,3,4,0,5,2.5,76000,4,2,0,4-5,0,1,12
399,7997,1850.0,LEXUS,RX 400,12,4,1,2,3.5,244731,6,0,1,4-5,0,1,12
400,7840,906.8381278879118,MERCEDES-BENZ,E 250,25,9,0,1,2.5,410918,2,1,1,4-5,0,14,2
401,14113,862.0,VOLKSWAGEN,Jetta,9,9,1,5,2.5,156800,4,0,1,4-5,0,2,12
402,11917,906.8381278879118,HONDA,FIT,9,3,0,2,1.3,188000,4,0,1,4-5,1,2,8
403,12777,640.0,HYUNDAI,Sonata,7,9,1,5,2,162558,4,0,1,4-5,0,1,4
404,18817,906.8381278879118,TOYOTA,Prius C,7,3,0,2,1.5,130000,4,0,1,4-5,0,11,12
405,23521,781.0,TOYOTA,Camry,8,9,1,2,2.5,83000,4,3,1,4-5,0,12,10
406,22580,1286.0,AUDI,Q5,10,4,1,5,3.2,150400,6,2,0,4-5,0,7,7
408,12544,645.0,TOYOTA,Prius,9,3,0,2,1.8,284678,4,0,1,4-5,0,12,12
409,9722,473.0,CHEVROLET,Cruze,6,9,0,5,1.4 Turbo,121000,4,2,1,4-5,0,6,10
410,3450,831.0,HYUNDAI,Sonata,9,9,1,2,2.4,224349,4,0,1,4-5,0,7,0
411,1882,308.0,TOYOTA,Prius,6,3,1,2,1.8,263392,4,0,1,4-5,0,11,12
412,15991,1408.0,FORD,Transit,13,6,0,1,2.2 Turbo,280000,4,1,1,4-5,0,14,2
413,11133,394.0,TOYOTA,Camry,6,9,1,2,2.5,179381,4,0,1,4-5,0,1,12
415,34184,1058.0,MERCEDES-BENZ,E 350,8,9,1,5,3.5,133000,6,0,2,4-5,0,1,12
416,21169,781.0,CHEVROLET,Cruze,2,9,0,5,1.4 Turbo,25304,4,0,1,4-5,0,3,8
417,7495,1090.0,CHEVROLET,Captiva,12,4,1,1,2,71486,4,0,1,4-5,0,1,4
418,4861,645.0,LEXUS,CT 200h,9,3,1,2,1.8,95590,4,0,1,4-5,0,14,12
419,13485,765.0,HYUNDAI,Sonata,5,9,1,4,2,72369,4,0,1,4-5,0,12,4
420,81539,1935.0,LEXUS,GX 460,4,4,1,5,4.6,155976,8,0,0,4-5,0,14,0
421,20005,531.0,HYUNDAI,Elantra,8,9,1,5,1.6,147718,4,0,1,4-5,0,12,4
422,3000,906.8381278879118,SUBARU,Outback,17,2,0,5,2.5,1000,6,2,0,4-5,1,2,6
423,11917,906.8381278879118,TOYOTA,Camry,13,9,0,2,2.4,200000,4,3,1,4-5,0,7,12
424,84675,906.8381278879118,MERCEDES-BENZ,GLC 300,2,9,1,5,2.0 Turbo,4500,6,2,2,4-5,0,1,12
425,7840,906.8381278879118,MERCEDES-BENZ,E 200,22,9,0,0,2,180003,4,1,2,4-5,0,1,4
427,12570,761.0,CHEVROLET,Lacetti,10,9,1,5,1.8,152293,4,0,1,4-5,0,7,4
428,17249,906.8381278879118,LINCOLN,Navigator,16,4,1,4,5.4,464000,8,0,0,4-5,0,7,6
429,2800,906.8381278879118,BMW,325,32,9,0,1,2.4,455680,6,1,2,4-5,0,2,4
430,6899,906.8381278879118,MERCEDES-BENZ,C 180,23,9,0,0,1.8,0,4,1,1,4-5,0,1,4
431,14009,595.0,TOYOTA,Aqua,5,3,1,5,1.5,137350,4,0,1,4-5,0,12,4
433,8311,891.0,MERCEDES-BENZ,GLA 250,4,4,1,5,2,109555,4,0,1,4-5,0,14,0
434,23521,906.8381278879118,TOYOTA,Corolla,6,9,0,5,1.8,40000,4,0,1,4-5,0,6,16
435,25716,891.0,FORD,Fusion Titanium,4,9,1,5,2.0 Turbo,65000,4,2,1,4-5,0,12,12
436,21730,831.0,HYUNDAI,Elantra,3,9,1,4,1.6,32510,4,0,1,4-5,0,2,4
437,80911,1325.0,HYUNDAI,H1,1,7,1,1,2.5,25541,4,0,1,4-5,0,1,4
438,19369,707.0,HYUNDAI,Genesis,9,1,1,5,2,153651,4,0,1,4-5,0,11,4
439,12544,906.8381278879118,SUZUKI,Jimny,20,4,0,5,1.3,125000,4,1,0,2-3,0,6,4
440,25299,642.0,HYUNDAI,Tucson,8,4,1,1,2,160000,4,0,1,4-5,0,7,4
441,7213,880.0,CHEVROLET,Cruze,2,9,1,1,1.6,28515,4,0,1,4-5,0,7,12
442,6899,531.0,CHEVROLET,Aveo,8,3,1,5,1.6,94923,4,0,1,4-5,0,1,4
443,8154,1451.0,BMW,X6,9,4,1,5,4.4,147677,8,0,0,4-5,0,11,12
444,18817,906.8381278879118,TOYOTA,Prius,9,9,1,2,1.8,160000,4,2,1,4-5,0,12,12
445,61499,1077.0,HYUNDAI,Tucson,1,4,1,1,2,1217,4,0,1,4-5,0,2,4
446,17249,906.8381278879118,TOYOTA,Prius,10,9,0,2,1.8,256000,6,0,1,4-5,0,14,1
447,9879,1267.0,TOYOTA,Aqua S,7,3,0,2,1.5,137000,4,0,1,4-5,1,12,6
448,4000,906.8381278879118,VAZ,1111,32,9,1,5,1.3,1000,4,1,2,4-5,0,6,6
449,17249,906.8381278879118,TOYOTA,Prius,9,3,0,2,1.8,141000,4,0,1,4-5,0,7,6
450,51225,1017.0,HYUNDAI,Sonata,3,9,1,5,2,58414,4,0,1,4-5,0,12,4
451,49798,765.0,HYUNDAI,Santa FE,5,4,1,1,2,93555,4,0,1,4-5,0,14,4
452,17249,585.0,HYUNDAI,Elantra,7,9,1,5,1.8,64800,4,2,1,4-5,0,1,12
453,29166,906.8381278879118,FORD,Escape,6,4,1,5,2.0 Turbo,127000,4,2,0,4-5,0,12,8
455,79971,906.8381278879118,LEXUS,NX 200,3,4,1,5,2.0 Turbo,35000,4,2,1,4-5,0,0,12
456,11604,993.0,OPEL,Astra,14,2,0,1,1.3 Turbo,27000,16,1,1,4-5,0,1,8
457,15681,906.8381278879118,GAZ,32214,43,5,0,5,2.4,11111,6,1,2,4-5,0,1,0
458,2500,906.8381278879118,RENAULT,Laguna,25,9,0,5,2,32000,4,1,1,4-5,0,2,0
461,2274,247.0,HONDA,Insight,6,3,1,2,1.3,149970,4,0,1,4-5,0,7,0
462,19444,906.8381278879118,VOLKSWAGEN,Jetta,5,9,1,5,1.8 Turbo,102400,4,0,1,4-5,0,12,8
463,43592,1714.0,MERCEDES-BENZ,GLE 350,3,4,1,5,3.5,39814,6,0,2,4-5,0,1,0
464,15367,878.0,TOYOTA,Prius,11,3,0,2,1.8,174000,4,3,1,4-5,0,2,8
465,4861,1055.0,TOYOTA,Highlander,7,4,1,5,3.5,125605,6,0,0,4-5,0,1,12
466,14113,906.8381278879118,HONDA,Shuttle,7,10,0,2,1.3,150000,4,0,1,4-5,1,14,4
467,13564,642.0,CHEVROLET,Orlando,8,4,1,1,2,228570,4,0,1,4-5,0,7,4
468,17876,642.0,FORD,C-MAX,8,3,0,2,2,128205,4,0,1,4-5,0,12,10
469,10349,906.8381278879118,MERCEDES-BENZ,C 240,18,9,1,5,2.4,2000,6,2,2,4-5,0,1,12
470,15000,906.8381278879118,SUBARU,Legacy,12,9,0,5,3,138000,6,2,0,4-5,0,1,8
471,12544,906.8381278879118,MERCEDES-BENZ,E 320,16,9,1,5,3.2,205500,6,2,2,4-5,1,12,8
472,5600,906.8381278879118,BMW,318,24,9,0,5,1.8,1000,4,1,2,4-5,0,7,2
473,14583,919.0,BMW,X5,8,4,1,1,3,229966,6,0,0,4-5,0,1,0
474,36827,1249.0,HYUNDAI,H1,3,10,1,1,2.5,137000,4,0,1,4-5,0,14,4
475,21639,1172.0,TOYOTA,Highlander,9,9,1,2,3.5,368064,6,0,0,4-5,0,7,12
477,14113,906.8381278879118,NISSAN,Elgrand,17,7,0,4,3.5,155000,6,2,0,4-5,1,5,4
478,40340,730.0,SSANGYONG,Actyon,4,4,1,1,1.6,59272,4,0,1,4-5,0,14,4
479,10976,503.0,HONDA,FIT,8,3,0,5,1.5,216000,4,2,1,4-5,0,7,12
480,25089,919.0,MERCEDES-BENZ,C 300,8,9,1,5,3,86000,6,2,0,4-5,0,14,12
482,18688,707.0,HYUNDAI,Santa FE,9,4,1,1,2,143166,4,0,1,4-5,0,7,4
483,69935,1646.0,LEXUS,GX 470,5,4,1,5,4.6,273493,8,0,0,4-5,0,12,0
484,28830,629.0,HYUNDAI,Elantra,5,9,1,5,1.6,68243,4,0,1,4-5,0,12,4
485,42337,906.8381278879118,LEXUS,GX 470,14,4,1,0,4.7,180000,8,0,0,4-5,0,1,0
486,23834,697.0,FORD,Transit,8,6,0,1,2.2 Turbo,141000,4,1,1,4-5,0,14,2
487,16621,1172.0,MERCEDES-BENZ,E 350,9,9,1,1,3.5,119379,6,0,0,4-5,0,12,12
489,16000,906.8381278879118,FORD,C-MAX,6,3,0,2,2,272000,4,0,1,4-5,0,7,4
490,11917,530.0,HYUNDAI,Elantra,7,9,1,5,1.6,31691,4,0,1,4-5,0,14,4
491,13485,1018.0,BMW,328 Xdrive,9,9,1,5,3,120000,6,2,0,4-5,0,1,12
493,15994,777.0,TOYOTA,Camry,6,9,0,5,2.5,1440000,4,0,1,4-5,0,12,0
494,5175,906.8381278879118,MERCEDES-BENZ,E 240,22,9,1,0,2.4,0,4,0,2,4-5,1,1,2
495,15367,906.8381278879118,FORD,Taurus,6,9,1,4,3.7,290000,6,0,0,4-5,0,7,8
496,15994,906.8381278879118,HYUNDAI,Veloster,9,3,0,5,1.6,73600,4,1,1,2-3,0,4,6
497,11917,641.0,CHEVROLET,Orlando,8,4,1,1,2,79749,4,0,1,4-5,0,12,4
498,18817,609.0,TOYOTA,Camry,2,9,1,2,2.5,35058,4,0,1,4-5,0,14,12
499,1568,749.0,CHEVROLET,Equinox,6,4,1,5,2.4,251514,4,0,1,4-5,0,1,12
500,21953,906.8381278879118,HYUNDAI,Sonata,7,9,0,2,2.4 Turbo,20000,2,2,1,4-5,1,1,4
501,13808,891.0,HYUNDAI,Sonata,4,9,1,4,2,38206,4,0,1,4-5,0,14,4
503,16151,586.0,TOYOTA,Prius,8,3,0,2,1.8,110990,4,0,1,4-5,0,12,8
504,3300,906.8381278879118,RENAULT,Twingo,19,3,0,5,1.2,777,4,1,1,2-3,0,10,4
505,22947,836.0,HYUNDAI,Tucson,10,4,1,1,2,171344,4,0,1,4-5,0,7,4
506,40769,919.0,BMW,535 M PAKET,8,9,1,5,3,58450,6,2,2,4-5,0,7,12
507,7840,585.0,LEXUS,CT 200h,7,3,1,2,1.8,65989,4,0,1,4-5,0,12,0
508,9408,906.8381278879118,MITSUBISHI,Pajero,27,4,0,0,3,430000,6,1,0,4-5,0,2,0
509,25089,777.0,TOYOTA,Camry,6,9,1,5,2.5,125000,4,2,1,4-5,0,7,12
511,10976,906.8381278879118,MERCEDES-BENZ,S 500 long,23,9,1,5,5,167000,8,0,2,4-5,0,1,8
512,5488,394.0,TOYOTA,Camry,6,9,1,2,2.5,109798,4,0,1,4-5,0,14,12
513,5000,906.8381278879118,BMW,318,23,1,0,5,1.8,545654,4,1,2,2-3,0,1,4
514,9722,1111.0,TOYOTA,Vitz,8,3,0,5,1.3,130000,4,0,0,4-5,1,14,4
515,16621,1511.0,HYUNDAI,Genesis,10,1,1,5,3.8,151977,4,0,1,4-5,0,2,4
516,13956,603.0,LEXUS,RX 450,5,4,1,2,3.5,143619,6,0,0,4-5,0,1,12
517,9418,765.0,HYUNDAI,Sonata,5,9,1,5,2,676825,4,0,1,4-5,0,14,4
518,24415,642.0,SSANGYONG,Korando,8,4,1,1,2,135490,4,0,1,4-5,0,1,4
519,3763,906.8381278879118,BMW,520,31,9,0,5,2,199000,6,1,2,4-5,0,14,0
521,10036,906.8381278879118,BMW,525,20,9,1,5,2.5,320000,6,2,2,4-5,0,1,4
522,1725,584.0,HYUNDAI,Elantra,6,9,1,5,1.8,107155,4,0,1,4-5,0,1,12
525,5645,906.8381278879118,OPEL,Vectra,23,10,0,5,2,200000,4,1,1,4-5,0,14,4
526,10976,1266.0,TOYOTA,Corolla,6,9,0,2,1.5,100000,4,3,1,4-5,1,12,8
527,4547,1598.0,MERCEDES-BENZ,ML 350,12,4,1,1,3,213998,6,0,0,4-5,0,12,12
528,21285,502.0,TOYOTA,Aqua,7,3,1,5,1.5,52500,4,0,1,4-5,0,2,4
529,29793,1053.0,MERCEDES-BENZ,E 350,6,9,1,1,3.5,219030,6,0,0,4-5,0,1,12
533,19130,906.8381278879118,AUDI,A4 premium,10,9,1,5,2,168000,4,0,0,4-5,0,12,12
534,1900,906.8381278879118,FORD,Galaxy,19,7,0,5,2.2,11111,5,0,1,4-5,0,2,6
535,35570,877.0,HYUNDAI,Tucson,3,4,1,1,1.7,97880,4,0,1,4-5,0,14,4
536,8781,503.0,TOYOTA,Prius C,8,3,0,2,1.5,175000,4,0,1,4-5,0,1,10
537,12544,906.8381278879118,SUZUKI,Kizashi,10,9,0,5,2.4,263157,4,2,1,4-5,0,1,0
538,24148,749.0,HYUNDAI,Tucson,6,4,1,5,2.4,128000,4,2,0,4-5,0,11,8
540,22580,308.0,TOYOTA,Prius,6,9,1,2,1.8,160000,4,0,1,4-5,0,1,10
541,4861,779.0,TOYOTA,Camry,7,9,1,2,2.5,136861,4,0,1,4-5,0,2,12
542,12858,906.8381278879118,TOYOTA,Prius,12,9,0,2,1.5,210452,4,3,1,4-5,0,12,8
543,8154,1236.0,HONDA,FIT,9,9,0,5,1.3,185000,4,0,1,4-5,1,1,2
544,1800,906.8381278879118,VOLKSWAGEN,Golf 4,22,3,0,5,1.8,30000,4,0,1,4-5,1,11,4
545,4861,333.0,FORD,Fusion,6,9,1,2,2,137328,4,0,1,4-5,0,12,0
546,36065,1018.0,BMW,X5,9,4,1,5,3.0 Turbo,129600,6,2,0,4-5,0,1,12
548,17876,1077.0,TOYOTA,CHR,1,4,1,5,2,19968,4,0,1,4-5,0,14,12
549,18189,639.0,BMW,328,6,9,1,1,2,250491,4,0,2,4-5,0,14,12
550,24775,906.8381278879118,FORD,Fusion,7,9,1,5,1.6 Turbo,46000,4,2,1,4-5,0,14,8
551,15257,707.0,HYUNDAI,Sonata,9,9,1,5,2,163374,4,0,1,4-5,0,7,4
552,16900,1141.0,HONDA,Element,11,10,0,5,2.4,120000,4,0,0,4-5,0,1,6
553,14740,397.0,CITROEN,C1,9,3,0,5,1,233700,4,1,1,4-5,0,14,6
554,10976,906.8381278879118,NISSAN,X-Trail,16,4,1,5,2,121856,4,0,0,4-5,1,0,6
555,22825,642.0,CHEVROLET,Orlando,8,4,1,1,2,137433,4,0,1,4-5,0,14,4
556,12544,530.0,KIA,RIO,7,9,0,5,1.6,137000,4,0,1,4-5,0,1,4
557,16935,353.0,LEXUS,CT 200h,5,3,1,2,1.8,94949,4,0,1,4-5,0,14,0
558,20385,906.8381278879118,FORD,Mustang,7,1,1,5,3.7,111111,6,1,2,2-3,0,1,12
559,10976,906.8381278879118,LAND ROVER,Discovery,25,4,0,1,2.5 Turbo,200000,4,1,0,4-5,1,2,0
560,38213,1079.0,HONDA,Civic,2,9,1,5,2,0,4,0,1,4-5,0,14,4
561,44134,730.0,SSANGYONG,Actyon,4,4,1,1,1.6,48910,4,0,1,4-5,0,14,4
562,8467,906.8381278879118,MERCEDES-BENZ,C 240,19,9,1,5,2.6,0,6,2,2,4-5,0,12,8
564,4391,906.8381278879118,VOLKSWAGEN,Vento,26,9,0,1,1.9 Turbo,85000,4,1,1,4-5,0,1,1
565,7213,906.8381278879118,MERCEDES-BENZ,C 200 2.0,19,1,0,5,2,183000,4,2,2,2-3,1,1,4
566,9565,784.0,HONDA,Civic,3,9,1,5,1.5,58282,4,0,1,4-5,0,14,12
568,12544,1024.0,VOLKSWAGEN,Jetta,10,9,1,5,2.5,110000,4,2,1,4-5,0,12,6
569,24148,906.8381278879118,BMW,X5,13,4,1,5,4.8,210000,8,2,0,4-5,0,1,8
570,6272,1357.0,OPEL,Astra,16,10,0,5,1.6,171000,4,1,1,4-5,0,14,0
572,18817,906.8381278879118,BMW,530,15,9,1,5,3.0 Turbo,170000,6,2,2,4-5,0,2,8
573,119172,1301.0,BMW,M6,6,1,1,5,4.4 Turbo,33500,8,2,2,4-5,0,14,12
574,10663,1236.0,HONDA,FIT,9,9,1,2,1.3,127000,4,3,1,4-5,1,1,2
575,44247,765.0,HYUNDAI,Santa FE,5,4,1,1,2,153958,4,0,1,4-5,0,14,4
576,9408,906.8381278879118,BMW,325,16,1,1,5,2.5,346080,6,2,2,2-3,0,1,6
577,19444,650.0,VOLKSWAGEN,Jetta,4,9,0,5,1.4 Turbo,36000,4,2,1,4-5,0,7,6
578,11917,906.8381278879118,TOYOTA,Prius,12,9,0,2,1.8,200000,4,0,1,4-5,0,7,0
579,75266,906.8381278879118,MERCEDES-BENZ,ML 550 4.7,8,4,1,5,4.7 Turbo,167000,8,2,0,4-5,0,1,10
580,54157,900.0,HONDA,Civic,5,9,1,5,2.4,78006,4,0,1,4-5,0,8,4
581,49889,770.0,HYUNDAI,Tucson,4,4,1,1,1.7,71867,4,0,1,4-5,0,1,4
582,9408,988.0,TOYOTA,Prius,13,3,0,2,1.5,113000,4,0,1,4-5,0,13,8
583,23834,810.0,TOYOTA,Corolla IM,4,3,0,5,1.8,102500,4,0,1,4-5,0,14,10
584,22894,779.0,TOYOTA,Camry,7,9,0,5,2.5,101000,4,2,1,4-5,0,1,10
585,10976,906.8381278879118,MERCEDES-BENZ,CLK 240,16,1,0,5,2.4,89000,4,2,2,2-3,1,12,10
586,5604,922.0,DAEWOO,Lacetti,11,9,1,5,1.9,44521,4,0,1,4-5,0,12,4
587,17876,906.8381278879118,FORD,Fiesta,7,9,1,5,1.6,160000,4,2,1,4-5,0,1,4
588,18189,586.0,HYUNDAI,Elantra,8,9,1,5,1.8,136000,4,2,1,4-5,0,1,8
590,10976,1266.0,HONDA,FIT,6,3,0,2,1.5,121000,4,3,1,4-5,1,12,0
591,27911,906.8381278879118,MINI,Cooper,7,1,1,5,1.6 Turbo,56000,4,1,1,2-3,0,12,10
592,6429,1438.0,OPEL,Combo,17,2,0,1,1.7,171339,4,1,1,2-3,0,14,2
594,40769,1091.0,TOYOTA,RAV 4,4,4,0,5,2.5,99200,4,2,0,4-5,0,1,10
595,7840,906.8381278879118,BMW,520,17,9,1,0,2.5,260000,6,2,2,4-5,0,12,8
596,25089,906.8381278879118,DODGE,Challenger,8,1,0,5,3.6,112000,6,2,2,2-3,0,7,6
597,10976,906.8381278879118,MERCEDES-BENZ,E 200,27,9,0,0,2,0,4,1,2,4-5,0,1,2
598,7213,906.8381278879118,MERCEDES-BENZ,C 220,25,9,1,5,2.2,444000,4,0,1,4-5,0,1,6
599,22894,906.8381278879118,BMW,328,10,1,1,5,3,157000,6,2,0,2-3,0,1,8
600,7840,906.8381278879118,MERCEDES-BENZ,C 180,20,9,0,5,2,136000,4,2,2,4-5,1,2,6
602,12231,765.0,HYUNDAI,Sonata,5,9,1,4,2,348486,4,0,1,4-5,0,12,4
603,11917,906.8381278879118,LEXUS,RX 300,18,4,1,5,3.0 Turbo,201000,6,0,0,4-5,0,12,8
604,51746,1249.0,TOYOTA,RAV 4,3,4,1,5,2.5,34454,4,0,1,4-5,0,4,12
605,17035,707.0,HYUNDAI,Sonata,9,9,1,5,2,200867,4,0,1,4-5,0,1,4
606,3100,906.8381278879118,AUDI,A4,18,9,1,5,3,11111,6,0,0,4-5,0,2,6
